燕燕莺莺|yàn yàn yīng yīng
燕瘦环肥|yàn shòu huán féi
燕石妄珍|yān shí wàng zhēn
燕约莺期|yàn yuē yīng qī
燕翼之谋|yàn yì zhī móu
燕翼子孙|yàn yì zǐ sūn
燕翼诒孙|yàn yì yí sūn
燕翼贻孙|yàn yì yí sūn
燕翼贻谋|yàn yì yí móu
燕舞莺啼|yàn wǔ yīng tí
燕舞莺歌|yàn wǔ yīng gē
燕蝠之争|yàn fú zhī zhēng
燕语莺呼|yàn yǔ yīng hū
燕语莺啼|yàn yǔ yīng tí
燕语莺声|yàn yǔ yīng shēng
燕足系诗|yàn zú jì shī
燕跃鹄踊|yàn yuè hú yǒng
燕金募秀|yān jīn mù xiù
燕雀不知鸿鹄志|yàn què bù zhī hóng hú zhì
燕雀之居|yàn què zhī jū
燕雀之见|yàn què zhī jiàn
燕雀乌鹊|yàn què wū què
燕雀处堂|yàn què chǔ táng
燕雀处屋|yàn què chǔ wū
燕雀处帷幄|yàn què chǔ wéi wò
燕雀安知鸿鹄之志|yàn què ān zhī hóng hú zhī zhì
燕雀安知鸿鹄志|yàn què ān zhī hóng hú zhì
燕雀岂知雕鹗志|yàn què qǐ zhī diāo è zhì
燕雀岂知鸿鹄之志|yàn què qǐ zhī hóng hú zhī zhì
燕雀相贺|yàn què xiāng hè
燕雁代飞|yàn yàn dài fēi
燕颔书生|yàn hàn shū shēng
燕颔儒生|yàn hàn rú shēng
燕颔虎头|yàn hàn hǔ tóu
燕颔虎须|yàn hàn hǔ xū
燕颔虎颈|yàn hàn hǔ jǐng
燕颔虬须|yàn hàn qiú xū
燕额虎头|yàn é hǔ tóu
燕驾越毂|yān jià yuè gū
燕骏千金|yān jùn qiān jīn
燕麦兔葵|yàn mài tǔ kuí
燥荻枯柴|zào dí kū chái
燮和之任|xié hé zhī rèn
燮和天下|xiè hé tiān xià
燮理阴阳|xiè lǐ yīn yáng
爆跳如雷|bào tiào rú léi
爨桂炊玉|cuàn guì chuī yù
爪牙之士|zhǎo yá zhī shì
爪牙之将|zhǎo yá zhī jiàng
爬山涉水|pá shān shè shuǐ
爬山越岭|pá shān yuè lǐng
爬梳剔抉|pá shū tī jué
爬梳洗剔|pá shū xǐ tī
爬罗剔抉|pá luó tī jué
爬耳搔腮|pá ěr sāo sāi
爰亲作亲|yuán qīn zuò qīn
爱不忍释|ài bù rěn shì
爱不释手|ài bù shì shǒu
爱之如宝|ài zhī rú bǎo
爱之必以其道|ài zhī bì yǐ qí dào
爱之欲其生|ài zhī yù qí shēng
爱之欲其生，恶之欲其死|ài zhī yù qí shēng，wù zhī yù qí sǐ
爱人以德|ài rén yǐ dé
爱人利物|ài rén lì wù
爱人好士|ài rén hào shì
爱则加诸膝，恶则坠诸渊|ài zé jiā zhū xī，wù zé zhuì zhū yuān
爱别离苦|ài bié lí kǔ
爱势贪财|ài shì tān cái
爱博不专|ài bó bù zhuān
爱博而情不专|ài bó ér qíng bù zhuān
爱口识羞|ài kǒu shí xiū
爱国一家|ài guó yī jiā
爱国如家|ài guó rú jiā
爱如己出|ài rú jǐ chū
爱如珍宝|ài rú zhēn bǎo
爱富嫌贫|ài fù xián pín
爱屋及乌|ài wū jí wū
爱惜羽毛|ài xī yǔ máo
爱憎分明|ài zēng fēn míng
爱憎无常|ài zēng wú cháng
爱才好士|ài cái hào shì
爱才如命|ài cái rú mìng
爱才如渴|ài cái rú kě
爱才怜弱|ài cái lián ruò
爱才若渴|ài cái ruò kě
爱日惜力|ài rì xī lì
爱毛反裘|ài máo fǎn qiú
爱民如子|ài mín rú zǐ
爱民恤物|ài mín xù wù
爱理不理|ài lǐ bù lǐ
爱生恶死|ài shēng wù sǐ
爱礼存羊|ài lǐ cún yáng
爱答不理|ài dā bù lǐ
爱素好古|ài sù hào gǔ
爱老慈幼|ài lǎo cí yòu
爱者如宝|ài zhě rú bǎo
爱莫之助|ài mò zhī zhù
爱莫能助|ài mò néng zhù
爱财如命|ài cái rú mìng
爱财舍命|ài cái shě mìng
爱贤念旧|ài xián niàn jiù
爱钱如命|ài qián rú mìng
爱非其道|ài fēi qí dào
爱鹤失众|ài hè shī zhòng
父严子孝|fù yán zǐ xiào
父为子隐|fù wéi zǐ yǐn
父债子还|fù zhài zǐ huán
父子兵|fù zǐ bīng
父子无隔宿之仇|fù zǐ wú gé sù zhī chóu
父慈子孝|fù cí zǐ xiào
父析子荷|fù xī zǐ hé
父母之命，媒妁之言|fù mǔ zhī mìng，méi shuò zhī yán
父母之国|fù mǔ zhī guó
父母之邦|fù mǔ zhī bāng
父母国|fù mǔ guó
父母官|fù mǔ guān
父母恩勤|fù mǔ ēn qín
父母遗体|fù mǔ yí tǐ
父紫儿朱|fù zǐ ér zhū
爷羹娘饭|yé gēng niáng fàn
爷饭娘羹|yé fàn niáng gēng
爽心悦目|shuǎng xīn yuè mù
爽心豁目|shuǎng xīn huō mù
爽然自失|shuǎng rán zì shī
爽然若失|shuǎng rán ruò shī
爽爽快快|shuǎng shuǎng kuài kuài
片云遮顶|piàn yún zhē dǐng
片光零羽|piàn guāng líng yǔ
片口张舌|piàn kǒu zhāng shé
片善小才|piàn shàn xiǎo cái
片接寸附|piàn jiē cùn fù
片文只事|piàn wén zhī shì
片文只字|piàn wén zhī zì
片瓦不存|piàn wǎ bù cún
片瓦不留|piàn wǎ bù liú
片瓦无存|piàn wǎ wú cún
片甲不回|piàn jiǎ bù huí
片甲不存|piàn jiǎ bù cún
片甲不归|piàn jiǎ bù guī
片甲不留|piàn jiǎ bù liú
片甲不还|piàn jiǎ bù huán
片甲无存|piàn jiǎ wú cún
片石韩陵|piàn shí hán líng
片笺片玉|piàn jiān piàn yù
片纸只字|piàn zhǐ yán zì
片羽吉光|piàn yǔ jí guāng
片言一字|piàn yán yī zì
片言九鼎|piàn yán jiǔ dǐng
片言只字|piàn yán zhǐ zì
片言只语|piàn yán zhǐ yǔ
片言居要|piàn yán jū yào
片言折之|piàn yán zhé zhī
片言折狱|piàn yán zhé yù
片词只句|piàn cí zhī jù
片语只词|piàn yǔ zhǐ cí
片语只辞|piàn yán zhǐ cí
片长末技|piàn cháng mò jì
片长薄技|piàn cháng bó jì
片鳞半爪|piàn lín bàn zhǎo
片鳞只甲|piàn lín zhī jiǎ
片鳞残甲|piàn lín cán jiǎ
片鳞碎甲|piàn lín suì jiǎ
版版六十四|bǎn bǎn liù shí sì
版筑饭牛|bǎn zhù fàn niú
牖中窥日|yǒu zhōng kuī rì
牙清口白|yá qīng kǒu bái
牙牙学语|yá yá xué yǔ
牙生辍弦|yá shēng chuò xián
牙白口清|yá bái kǒu qīng
牙签万轴|yá qiān wàn zhóu
牙签犀轴|yá qiān xī zhóu
牙签玉轴|yá qiān yù zhóu
牙签锦轴|yá qiān jǐn zhóu
牛不出头|niú bù chū tóu
牛不喝水强按头|niú bù hē shuǐ qiǎng àn tóu
牛不喝水难按角|niú bù hē shuǐ nán àn jiǎo
牛不饮水强按头|niú bù yǐn shuǐ qiáng àn tóu
牛之一毛|niú zhī yī máo
牛农对泣|niú nóng duì qì
牛刀割鸡|niú dāo gē jī
牛刀小试|niú dāo xiǎo shì
牛口之下|niú kǒu zhī xià
牛听弹琴|niú tīng tán qín
牛头不对马嘴|niú tóu bù duì mǎ zuǐ
牛头不对马面|niú tóu bù duì mǎ miàn
牛头阿旁|niú tóu ē páng
牛头马面|niú tóu mǎ miàn
牛山下涕|niú shā xià tì
牛山之悲|niú shān zhī bēi
牛山濯濯|niú shā zhuó zhuó
牛心古怪|niú xīn gǔ guài
牛星织女|niú xīng zhī nǚ
牛毛细雨|niú máo xì yǔ
牛渚泛月|niú zhǔ fàn yuè
牛溲马勃|niú sōu mǎ bó
牛溲马渤|niú sōu mǎ bó
牛皮大王|niú pí dà wáng
牛眠吉地|niú mián jí dì
牛眠地|niú mián dì
牛眠龙绕|niú mián lóng rào
牛童马走|niú tóng mǎ zǒu
牛羊勿践|niú yáng wù jiàn
牛衣夜哭|niú yī yè kū
牛衣对泣|niú yī duì qì
牛衣岁月|niú yī suì yuè
牛衣病卧|niú yī bìng wò
牛角之歌|niú jiǎo zhī gē
牛角书生|niú jiǎo shū shēng
牛角挂书|niú jiǎo guà shū
牛蹄中鱼|niú tí zhōng yú
牛蹄之涔|niú tí zhī cén
牛蹄之鱼|niú tí zhī yú
牛郎织女|niú láng zhī nǚ
牛饩退敌|niú xì tuì dí
牛首阿旁|niú shǒu ē páng
牛马不若|niú mǎ bù ruò
牛马易头|niú mǎ yì tóu
牛马生活|niú mǎ shēng huó
牛马襟裾|niú mǎ jīn jú
牛马走|niú mǎ zǒu
牛马风尘|niú mǎ fēng chén
牛骥共牢|niú jì gòng láo
牛骥同槽|niú jì tóng cáo
牛骥同皁|niú jì tóng wěn
牛骥同皂|niú jì tóng zào
牛高马大|niú gāo mǎ dà
牛鬼蛇神|niú guǐ shé shén
牛黄狗宝|niú huáng gǒu bǎo
牛鼎烹鸡|niú dǐng pēng jī
牝咮鸣辰|pìn zhòu míng chén
牝哹鸣辰|pìn zhòu míng chén
牝牡骊黄|pìn mǔ lí huáng
牝鸡之晨，惟家之索|pìn jī zhī chén，wéi jiā zhī suǒ
牝鸡司旦|pìn jī sī dàn
牝鸡司晨|pìn jī sī chén
牝鸡司晨，惟家之索|pìn jī sī chén，wéi jiā zhī suǒ
牝鸡无晨|pìn jī wú chén
牝鸡晨鸣|pìn jī chén míng
牝鸡牡鸣|pìn jī mǔ míng
牡丹花好，终须绿叶扶持|mǔ dān huā hǎo，zhōng xū lǜ yè fú chí
牡丹虽好，也得绿叶扶持|mǔ dān suī hǎo，yě dé lǜ yè fú chí
牡丹虽好，全仗绿叶扶持|mǔ dān suī hǎo，quán zhàng lǜ yè fú chí
牡丹虽好，全凭绿叶扶持|mǔ dān suī hǎo，quán píng lǜ yè fú chí
牡丹虽好，终须绿叶扶持|mǔ dān suī hǎo，zhōng xū lǜ yè fú chí
牢不可拔|láo bù kě bá
牢不可破|láo bù kě pò
牢什古子|láo shí gǔ zi
牢甲利兵|láo jiǎ lì bīng
牢落陆离|láo luò lù lí
牢骚满腹|láo sāo mǎn fù
牧猪奴戏|mù zhòu nú xì
牧竖之焚|mù shù zhī fén
牧豕听经|mù shǐ tīng jīng
物不平则鸣|wù bù píng zé míng
物与民胞|wù yǔ mín bāo
物以希为贵|wù yǐ xī wéi guì
物以稀为贵|wù yǐ xī wéi guì
物以类聚|wù yǐ lèi jù
物以群分|wù yǐ qún fēn
物众地大|wù zhòng dì dà
物伤其类|wù shāng qí lèi
物力维艰|wù lì wéi jiān
物华天宝|wù huá tiān bǎo
物各有主|wù gè yǒu zhǔ
物在人亡|wù zài rén wáng
物壮则老|wù zhuàng zé lǎo
物外之交|wù wài zhī jiāo
物尽其用|wù jìn qí yòng
物归原主|wù guī yuán zhǔ
物归旧主|wù guī jiù zhǔ
物微志信|wù wēi zhì xìn
物必先腐而后虫生之|wù bì xiān fǔ ér hòu chóng shēng zhī
物情离怨|wù qíng lí yuàn
物换星移|wù huàn xīng yí
物是人非|wù shì rén fēi
物有生死，理有存亡|wù yǒu shēng sǐ，lǐ yǒu cún wáng
物望所归|wù wàng suǒ guī
物极则反|wù jí zé fǎn
物极则衰|wù jí zé shuāi
物极将返|wù jí jiāng fǎn
物极必反|wù jí bì fǎn
物极必返|wù jí bì fǎn
物欲横流|wù yù héng liú
物殷俗阜|wù yīn sú fù
物物交换|wù wù jiāo huàn
物盛则衰|wù shèng zé shuāi
物离乡贵|wù lí xiāng guì
物稀为贵|wù xī wéi guì
物穆无穷|wù mù wú qióng
物竞天择|wù jìn tiān zé
物美价廉|jià lián wù měi
物腐虫生|wù fǔ chóng shēng
物至则反|wù zhì zé fǎn
物薄情厚|wù bó qíng hòu
物议沸腾|wù yì fèi téng
物论沸腾|wù lùn fèi téng
物阜民丰|wù fù mín fēng
物阜民安|wù fǔ mín ān
物阜民康|wù fǔ mín kāng
物阜民熙|wù fù mín xī
牵一发而动全身|qiān yī fà ér dòng quán shēn
牵三扯四|qiān sān chě sì
牵丝扳藤|qiān sī bān téng
牵丝攀藤|qiān sī pān téng
牵五挂四|qiān wǔ guà sì
牵合傅会|qiān hé fù huì
牵合附会|qiān hé fù huì
牵四挂五|qiān sì guà wǔ
牵引附会|qiān yǐn fù huì
牵强附会|qiān qiáng fù huì
牵强附合|qiān qiáng fù hé
牵心挂肚|qiān xīn guà dù
牵心挂肠|qiān xīn guà cháng
牵牛下井|qiān niú xià jǐng
牵牛织女|qiān niú zhī nǚ
牵物引类|qiān wù yǐn lèi
牵着鼻子走|qiān zhe bí zǐ zǒu
牵筋缩脉|qiān jīn suō mài
牵经引礼|qiān jīng yǐn lǐ
牵羊担酒|qiān yáng dàn jiǔ
牵肠割肚|qiān cháng gē dù
牵肠挂肚|qiān cháng guà dù
牵肠萦心|qiān cháng yíng xīn
牵萝莫补|qiān luó mò bǔ
牵萝补屋|qiān luó bǔ wū
牵衣投辖|qiān yī tóu xiá
牵衣肘见|qiān yī zhǒu jiàn
牵衣顿足|qiān yī dùn zú
牵鬼上剑|qiān guǐ shàng jiàn
牵黄臂苍|qiān huáng bì cāng
特立独行|tè lì dú xíng
犀照牛渚|xī zhào niú zhǔ
犀燃烛照|xī rán zhú zhào
犀牛望月|xī niú wàng yuè
犀舟劲擑|xī zhōu jìn jí
犀舟径楫|xī zhōu jìng jí
犀角烛怪|xī jiǎo zhú guài
犀顶龟文|xī dǐng guī wén
犀颅玉颊|xī lú yù jiá
犁庭扫穴|lí tíng sǎo xué
犁庭扫闾|lí tíng sǎo lǚ
犁牛之子|lí niú zhī zǐ
犁牛骍角|lí niú xīng jiǎo
犁牛髐角|lí niú mài jiǎo
犁生骍角|lí shēng xīng jiǎo
犁生髐角|lí shēng yuè jiǎo
犄角之势|jī jiǎo zhī shì
犊牧采薪|dú mù cǎi xīn
犒赏三军|kào shǎng sān jūn
犬不夜吠|quǎn bù yè fèi
犬兔之争|quān tù zhī zhēng
犬兔俱毙|quān tù jǜ bì
犬吠之盗|quǎn fèi zhī dào
犬吠之警|quǎn fèi zhī jǐng
犬牙交错|quǎn yá jiāo cuò
犬牙差互|quǎn yá cī hù
犬牙盘石|quǎn yá pán shí
犬牙相临|quǎn yá xiāng lín
犬牙相制|quǎn yá xiāng zhì
犬牙相接|quǎn yá xiāng jiē
犬牙相错|quǎn yá xiāng cuò
犬牙鹰爪|quǎn yá xīng zhǎo
犬迹狐踪|quǎn jì hú zōng
犬马之养|quǎn mǎ zhī yǎng
犬马之决|quǎn mǎ zhī jué
犬马之力|quǎn mǎ zhī lì
犬马之劳|quǎn mǎ zhī láo
犬马之命|quǎn mǎ zhī mìng
犬马之年|quǎn mǎ zhī nián
犬马之心|quǎn mǎ zhī xīn
犬马之恋|quǎn mǎ zhī liàn
犬马之报|quǎn mǎ zhī bào
犬马之疾|quǎn mǎ zhī jí
犬马之诚|quǎn mǎ zhī chéng
犬马之齿|quǎn mǎ zhī chǐ
犬马恋主|quǎn mǎ liàn zhǔ
犬马齿穷|quǎn mǎ chǐ qióng
犬马齿索|quǎn mǎ chǐ suǒ
犯上作乱|fàn shàng zuò luàn
犯关排闼|fàn guān pái tà
犯天下之不韪|fàn tiān xià zhī bù wéi
犯而不校|fàn ér bù jiào
犯而勿校|fàn ér wù xiào
犯言直谏|fàn yán zhǐ jiǎn
犯颜敢谏|fàn yán gǎn jiàn
犯颜极谏|fàn yán jí jiàn
犯颜直谏|fàn yán zhí jiàn
犯颜苦谏|fàn yán kǔ jiàn
犯颜进谏|fàn yán jìn jiàn
状貌不及中人|zhuàng mào bù jí zhōng rén
犹有童心|yóu yǒu tóng xīn
犹解倒悬|yóu jiě dào xuán
犹豫不决|yóu yù bù jué
犹豫不定|yóu yù bù dìng
犹豫未决|yóu yù wèi jué
犹豫狐疑|yóu yù hú yí
犹鱼得水|yóu yú dé shuǐ
狂三诈四|kuáng sān zhà sì
狂为乱道|kuáng wéi luàn dào
狂吟老监|kuáng yín lǎo jiān
狂吠狴犴|kuáng fèi bì àn
狂奴故态|kuáng nú gù tài
狂妄自大|kuáng wàng zì dà
狂嫖滥赌|kuáng piáo làn dǔ
狂峰浪蝶|kuáng fēng làng dié
狂悖无道|kuáng bèi wú dào
狂朋怪侣|kuáng péng guài lǚ
狂朋怪友|kuáng péng guài yǒu
狂朋恠友|kuáng péng guài yǒu
狂歌痛饮|kuáng gē tòng yǐn
狂涛巨浪|kuáng tāo jù làng
狂涛骇浪|kuáng tāo hài làng
狂犬吠日|kuáng quǎn fèi rì
狂瞽之言|kuáng gǔ zhī yán
狂瞽之说|kuáng gǔ zhī shuō
狂花病叶|kuáng huā bìng yè
狂蜂浪蝶|kuáng fēng làng dié
狂言瞽说|kuáng yán gǔ shuō
狂轰滥炸|kuáng hōng làn zhà
狂风不终朝，骤雨不终日|kuáng fēng bù zhōng zhāo，zhòu yǔ bù zhōng rì
狂风大作|kuáng fēng dà zuò
狂风巨浪|kuáng fēng jù làng
狂风怒号|kuáng fēng nù háo
狂风怒吼|kuáng fēng nù hǒu
狂风恶浪|kuáng fēng è làng
狂风暴雨|kuáng fēng bào yǔ
狂风骤雨|kuáng fēng zhòu yǔ
狂饮暴食|kuáng yǐn bào shí
狃于故辙|niǔ yú gù zhé
狎雉驯童|xiá zhì xùn tóng
狐不二雄|hú bù èr xióng
狐假虎威|hú jiǎ hǔ wēi
狐假鸱张|hú jiǎ chī zhāng
狐兔之悲|hú tù zhī bēi
狐凭鼠伏|hú píng shǔ fú
狐听之声|hú tīng zhī shēng
狐唱枭和|hú chàng xiāo hè
狐埋狐扬|hú mái hú yáng
狐埋狐搰|hú mái hú hú
狐奔鼠窜|hú bēn shǔ cuàn
狐媚惑主|hú mèi huò zhǔ
狐媚猿攀|hú mèi yuán pān
狐媚魇道|hú mèi yǎn dào
狐朋狗党|hú péng gǒu dǎng
狐朋狗友|hú péng gǒu yǒu
狐死兔泣|hú sǐ tù qì
狐死首丘|hú sǐ shǒu qiū
狐潜鼠伏|hú qián shǔ fú
狐狸尾巴|hú li wěi ba
狐狸精|hú lǐ jīng
狐疑不决|hú yí bù jué
狐疑不定|hú yí bù dìng
狐疑不断|hú yí bù duàn
狐疑未决|hú yí wèi jué
狐疑犹豫|hú yí yóu yù
狐绥鸨合|hú suí bǎo hé
狐群狗党|hú qún gǒu dǎng
狐藉虎威|hú jiè hǔ wēi
狐虎之威|hú hǔ zhī wēi
狐裘尨茸|hú qiú méng róng
狐裘羔袖|hú qiú gāo xiù
狐裘蒙戎|hú qiú méng róng
狐裘蒙茸|hú qiú méng róng
狐踪兔穴|hú zōng tù xué
狐鸣枭噪|hú míng xiāo zào
狐鸣狗盗|hú míng gǒu dào
狐鸣篝中|hú míng gōu zhōng
狐鸣篝火|hú míng gōu huǒ
狐鸣鱼书|hú míng yú shū
狐鸣鱼出|hú míng yú chū
狐鼠之徒|hú shǔ zhī tú
狖轭鼯轩|yòu è wú xuān
狗仗人势|gǒu zhàng rén shì
狗仗官势|gǒu zhàng guān shì
狗偷鼠窃|gǒu tōu shǔ qiè
狗傍人势|gǒu bàng rén shì
狗党狐朋|gǒu dǎng hú péng
狗党狐群|gǒu dǎng hú qún
狗口里吐不出象牙|gǒu kǒu lǐ tǔ bù chū xiàng yá
狗口里生不出象牙|gǒu kǒu lǐ shēng bù chū xiàng yá
狗吃屎|gǒu chī shǐ
狗吠不惊|gǒu fèi bù jīng
狗吠之惊|gǒu fèi zhī jīng
狗吠之警|gǒu fèi zhī jǐng
狗吠非主|gǒu fèi fēi zhǔ
狗咬吕洞宾|gǒu yǎo lǚ dòng bīn
狗咬狗|gǒu yǎo gǒu
狗嘴里吐不出象牙|gǒu zuǐ lǐ tǔ bù chū xiàng yá
狗头军师|gǒu tóu jūn shī
狗头生角|gǒu tóu shēng jiǎo
狗头鼠脑|gǒu tóu shǔ nǎo
狗尾续貂|gǒu wěi xù diāo
狗尾貂续|gǒu wěi diāo xù
狗屁不值|gǒu pì bù zhí
狗屁不通|gǒu pì bù tōng
狗彘不如|gǒu zhì bù rú
狗彘不若|gǒu zhì bù ruò
狗彘不食|gǒu zhì bù shí
狗彘不食其余|gǒu zhì bù shí qí yú
狗彘不食汝余|gǒu zhì bù shí rǔ yú
狗彘之行|gǒu zhì zhī xíng
狗心狗行|gǒu xīn gǒu xíng
狗急跳墙|gǒu jí tiào qiáng
狗恶酒酸|gǒu è jiǔ suān
狗拿耗子|gǒu ná hào zǐ
狗捉老鼠|gǒu zhuō lǎo shǔ
狗猛酒酸|gǒu měng jiǔ suān
狗猪不食其余|gǒu zhū bù shí qí yú
狗皮膏药|gǒu pí gāo yào
狗盗鸡啼|gǒu dào jī tí
狗盗鸡鸣|gǒu dào jī míng
狗盗鼠窃|gǒu dào shǔ qiè
狗眼看人|gǒu yǎn kàn rén
狗眼看人低|gǒu yǎn kàn rén dī
狗窦大开|gǒu dòu dà kāi
狗续侯冠|gǒu xù hòu guàn
狗续貂尾|gǒu xù diāo wěi
狗续金貂|gǒu xù jīn diāo
狗肉上不了筵席|gǒu ròu shàng bù le yán xí
狗肺狼心|gǒu fèi láng xīn
狗胆包天|gǒu dǎn bāo tiān
狗腿子|gǒu tuǐ zǐ
狗苟蝇营|gǒu gǒu yíng yíng
狗血喷头|gǒu xuè pēn tóu
狗血淋头|gǒu xuè lín tóu
狗行狼心|gǒu xíng láng xīn
狗走狐淫|gǒu zǒu hú yín
狗追耗子|gǒu zhuī hào zǐ
狗逮老鼠|gǒu dǎi lǎo shǔ
狗颠屁股|gǒu diān pì gu
狗马之心|gǒu mǎ zhī xīn
狗马声色|gǒu mǎ shēng sè
狗鼠不食汝余|gǒu shǔ bù shí rǔ yú
狞髯张目|níng rán zhāng mù
狠心辣手|hěn xīn là shǒu
狠愎自用|hěn bì zì yòng
狡兔三穴|jiǎo tù sān xué
狡兔三窟|jiǎo tù sān kū
狡兔死，良犬烹|jiǎo tù sǐ，liáng quǎn pēng
狡兔死，良狗烹|jiǎo tù sǐ，liáng gǒu pēng
狡焉思启|jiǎo yān sī qǐ
狡焉思肆|jiǎo yān sī sì
狡焉思逞|jiǎo yān sī chěng
狧穅及米|shì kǎn jí mǐ
狧糠及米|tà kāng jí mǐ
狩岳巡方|shòu yuè xún fāng
独一无二|dú yī wú èr
独具一格|dú jù yī gé
独具匠心|dú jù jiàng xīn
独具只眼|dú jù zhī yǎn
独具慧眼|dú jù huì yǎn
独出一时|dú chū yī shí
独出己见|dú chū jǐ jiàn
独出心裁|dú chū xīn cái
独出新裁|dú chū xīn cái
独出机杼|dú chū jī zhù
独到之处|dú dào zhī chù
独力难撑|dú lì nán chēng
独力难支|dú lì nán zhī
独占鳌头|dú zhàn áo tóu
独吃自疴|dú chī zì kē
独善一身|dú shàn yī shēn
独善其身|dú shàn qí shēn
独善吾身|dú shàn wú shēn
独善自养|dú shàn zì yǎng
独坐愁城|dú zuò chóu chéng
独坐穷山，引虎自卫|dú zuò qióng shān，yǐn hǔ zì wèi
独坐穷山，放虎自卫|dú zuò qióng shān,fàng hǔ zì wèi
独夫民贼|dú fū mín zéi
独头政治|dú tóu zhèng zhì
独学寡闻|dú xué guǎ wén
独守空房|dú shǒu kōng fáng
独异于人|dú yì yú rén
独弦哀歌|dú xián āi gē
独当一面|dú dāng yī miàn
独往独来|dú wǎng dú lái
独得之见|dú dé zhī jiàn
独拍无声|dú pāi wú shēng
独揽大权|dú lǎn dà quán
独擅其美|dú shàn qí měi
独擅胜场|dú shàn shèng chǎng
独断专行|dú duàn zhuān xíng
独断独行|dú duàn dú xíng
独是独非|dú shì dú fēi
独有千古|dú yǒu qiān gǔ
独有千秋|dú yòu qiān qiū
独木不成林|dú mù bù chéng lín
独木不林|dú mù bù lín
独木难支|dú mù nán zhī
独来独往|dú lái dú wǎng
独树一帜|dú shù yī zhì
独树不成林|dú shù bù chéng lín
独根孤种|dú gēn gū zhǒng
独此一家，别无分店|dú cǐ yī jiā，bié wú fēn diàn
独步一时|dú bù yī shí
独步天下|dú bù tiān xià
独步当世|dú bù dāng shì
独步当时|dú bù dāng shí
独清独醒|dú qīng dú xǐng
独游偶影|dú yóu ǒu yǐ
独立不群|dú lì bù qún
独立王国|dú lì wáng guó
独立自主|dú lì zì zhǔ
独立难支|dú lì nán zhī
独竖一帜|dú shù yī zhì
独胆英雄|dú dǎn yīng xióng
独臂将军|dú bì jiāng jūn
独自乐乐|dú zì yuè lè
独自茕茕|dú zì qióng qióng
独茧抽丝|dú jiǎn chōu sī
独行其是|dú xíng qí shì
独行其道|dú xíng qí dào
独行君子|dú xíng jūn zǐ
独行独断|dú xíng dú duàn
独行踽踽|dú xíng jǔ jǔ
独裁专断|dú cái zhuān duàn
独见之明|dú jiàn zhī míng
独见之虑|dú jiàn zhī lǜ
独辟蹊径|dú pì xī jìng
独运匠心|dú yùn jiàng xīn
独门独户|dú mén dú hù
独霸一方|dú bà yī fāng
独鹤鸡群|dú hè jī qún
狭路相逢|xiá lù xiāng féng
狮威胜虎|shī wēi shèng hǔ
狮威胜龙|shī wēi shèng lóng
狮子吼|shī zi hǒu
狮子大开口|shī zī dà kāi kǒu
狮子搏兔|shī zǐ bó tù
狮子搏兔，亦用全力|shī zǐ bó tù，yì yòng quán lì
狮子搏象兔，皆用全力|shī zi bó xiàng tù，jiē yòng quán lì
狮虎当道|shī hǔ dāng dào
狮象搏兔，皆用全力|shī xiàng bó tù，jiē yòng quán lì
狰狞可畏|zhēng níng kě wèi
狰狞面孔|zhēng níng miàn kǒng
狰狞面目|zhēng níng miàn mù
狰狞面貌|zhēng níng miàn mào
狱货非宝|yù huò fēi bǎo
狷介之士|juàn jiě zhī shì
狼前虎后|láng qián hǔ hòu
狼号鬼叫|láng háo guǐ jiào
狼号鬼哭|láng háo guǐ kū
狼吃幞头|láng chī fú tóu
狼吞虎咽|láng tūn hǔ yàn
狼吞虎噬|láng tūn hǔ shì
狼吞虎餐|láng tūn hǔ cān
狼嗥狗叫|láng háo gǒu jiào
狼嗥鬼叫|láng háo guǐ jiào
狼嚎鬼叫|láng háo guǐ jiào
狼多肉少|láng duō ròu shǎo
狼奔兔脱|láng bēn tù tuō
狼奔豕突|láng bēn shǐ tū
狼奔鼠偷|láng bēn shǔ tōu
狼奔鼠窜|láng bēn shǔ cuàn
狼子兽心|láng zǐ shòu xīn
狼子野心|láng zǐ yě xīn
狼心狗肺|láng xīn gǒu fèi
狼心狗行|láng xīn gǒu xíng
狼戾不仁|láng lì bù rén
狼烟四起|láng yān sì qǐ
狼烟大话|láng yān dà huà
狼狈万状|láng bèi wàn zhuàng
狼狈不堪|láng bèi bù kān
狼狈为奸|láng bèi wéi jiān
狼狈周章|láng bèi zhōu zhāng
狼狈逃窜|láng bèi táo cuàn
狼猛蜂毒|láng měng fēng dú
狼眼鼠眉|láng yǎn shǔ méi
狼突豕窜|láng tū shǐ cuàn
狼突鸱张|láng tū chī zhāng
狼窝虎穴|láng wō hǔ xué
狼羊同饲|láng yáng tóng sì
狼艰狈蹶|láng jiān bèi juě
狼虫虎豹|láng chóng hǔ bào
狼贪虎视|láng tān hǔ shì
狼贪鼠窃|láng tān shǔ qiè
狼顾狐疑|láng gù hú yí
狼顾虎视|láng gù hǔ shì
狼顾鸢视|láng gù yuān shì
狼顾鸱张|láng gù chī zhāng
狼顾鸱跱|láng gù chī yín
狼顾鸱踤|láng gù chī yín
狼顾麇惊|láng gù jūn jīng
狼顾麕惊|láng gù qiān jīng
狼飡虎咽|láng cān hǔ yān
狼飡虎食|láng cān hǔ shí
狼飧虎咽|láng sūn hǔ yàn
狼餐虎咽|láng cān hǔ yàn
狼餐虎噬|láng cān hǔ shì
狼餐虎食|láng cān hǔ shí
